,AUTHOR_ID,PAPER_ID,corresponding_author
86,52222865,17fca92ffd527c78c5dc6c7953e96671743807fa,False
87,3357578,17fca92ffd527c78c5dc6c7953e96671743807fa,False
88,1716522,17fca92ffd527c78c5dc6c7953e96671743807fa,False
89,2277231466,10d89b13a6309a531c35701d37d3bd76a27a3942,True
90,2288855760,10d89b13a6309a531c35701d37d3bd76a27a3942,False
91,8752082,78aab73ed574393ab421f25b3a0e3f7343e64748,True
92,2606653,78aab73ed574393ab421f25b3a0e3f7343e64748,False
93,2108409767,78aab73ed574393ab421f25b3a0e3f7343e64748,False
94,2159706268,78aab73ed574393ab421f25b3a0e3f7343e64748,False
95,9313397,78aab73ed574393ab421f25b3a0e3f7343e64748,False
96,2881033,1d174f0e3c391368d0f3384a144a6c7487f2a143,True
97,46432110,1d174f0e3c391368d0f3384a144a6c7487f2a143,False
98,152117542,b52db9e41e15f76bdcfbe674abe0314af545c430,True
99,38608914,b34fc78de28be598e21118d7cb9d84d63374addc,True
100,49247239,b34fc78de28be598e21118d7cb9d84d63374addc,False
101,51017707,b34fc78de28be598e21118d7cb9d84d63374addc,False
102,46234199,b34fc78de28be598e21118d7cb9d84d63374addc,False
103,32336300,b34fc78de28be598e21118d7cb9d84d63374addc,False
104,2176030144,b34fc78de28be598e21118d7cb9d84d63374addc,False
105,2287603163,b34fc78de28be598e21118d7cb9d84d63374addc,False
106,2176030144,b34fc78de28be598e21118d7cb9d84d63374addc,False
107,2144586446,48fc9c42522184c652742255fdf31f7b9ed7ebae,True
108,12013287,48fc9c42522184c652742255fdf31f7b9ed7ebae,False
109,50384351,48fc9c42522184c652742255fdf31f7b9ed7ebae,False
110,2156059845,48fc9c42522184c652742255fdf31f7b9ed7ebae,False
111,1500673788,48fc9c42522184c652742255fdf31f7b9ed7ebae,False
112,2118916449,48fc9c42522184c652742255fdf31f7b9ed7ebae,False
113,120615721,48fc9c42522184c652742255fdf31f7b9ed7ebae,False
114,143908700,48fc9c42522184c652742255fdf31f7b9ed7ebae,False
115,80193067,48fc9c42522184c652742255fdf31f7b9ed7ebae,False
116,1702878,02a88547d6f6022bebc9aba6723a310cdf132f3f,True
117,2414189,02a88547d6f6022bebc9aba6723a310cdf132f3f,False
118,2080786832,02a88547d6f6022bebc9aba6723a310cdf132f3f,False
119,2092936661,02a88547d6f6022bebc9aba6723a310cdf132f3f,False
120,1712422,02a88547d6f6022bebc9aba6723a310cdf132f3f,False
121,1733290,02a88547d6f6022bebc9aba6723a310cdf132f3f,False
122,2069618919,02a88547d6f6022bebc9aba6723a310cdf132f3f,False
123,144984672,b6b7fea1846e85ac1e3c7e3adda6e65b127d0368,True
124,144929055,b6b7fea1846e85ac1e3c7e3adda6e65b127d0368,False
125,1403270550,b6b7fea1846e85ac1e3c7e3adda6e65b127d0368,False
126,35436614,b6b7fea1846e85ac1e3c7e3adda6e65b127d0368,False
127,47232798,b6b7fea1846e85ac1e3c7e3adda6e65b127d0368,False
128,144186679,b6b7fea1846e85ac1e3c7e3adda6e65b127d0368,False
129,2448041,933baeec555352784848a93284c9dd0e79477759,True
130,47641392,933baeec555352784848a93284c9dd0e79477759,False
131,3059861,933baeec555352784848a93284c9dd0e79477759,False
132,98639980,933baeec555352784848a93284c9dd0e79477759,False
133,145963904,2660dcf5bd16d14862a7bbb241fa4d85ae34327f,True
134,3264408,2660dcf5bd16d14862a7bbb241fa4d85ae34327f,False
135,1940692,2660dcf5bd16d14862a7bbb241fa4d85ae34327f,False
136,145463228,2660dcf5bd16d14862a7bbb241fa4d85ae34327f,False
137,143930319,2660dcf5bd16d14862a7bbb241fa4d85ae34327f,False
138,1740261,2660dcf5bd16d14862a7bbb241fa4d85ae34327f,False
139,47212878,bc6dbcaf4d2c76e618ae3f1043fd7276cbdf7f9b,True
140,49790135,bc6dbcaf4d2c76e618ae3f1043fd7276cbdf7f9b,False
141,145451018,bc6dbcaf4d2c76e618ae3f1043fd7276cbdf7f9b,False
142,2066084551,bc6dbcaf4d2c76e618ae3f1043fd7276cbdf7f9b,False
143,2247069462,9e3816be8cf4821d74e258de10ee471382936a30,True
144,2237824370,9e3816be8cf4821d74e258de10ee471382936a30,False
145,4096586,dbabab9bf5955558f73a37644f4bb626106a6d73,True
146,1696615,dbabab9bf5955558f73a37644f4bb626106a6d73,False
147,51224577,dbabab9bf5955558f73a37644f4bb626106a6d73,False
148,145550711,dbabab9bf5955558f73a37644f4bb626106a6d73,False
149,144543527,dbabab9bf5955558f73a37644f4bb626106a6d73,False
150,1971318,5bc511aa30f72720260d792e57537379fb04c395,True
151,22271779,5bc511aa30f72720260d792e57537379fb04c395,False
152,3281237,5bc511aa30f72720260d792e57537379fb04c395,False
153,2051250,247dec05283a1a521f99253a6cca6a5858cac0d2,True
154,143809890,247dec05283a1a521f99253a6cca6a5858cac0d2,False
155,2327630,247dec05283a1a521f99253a6cca6a5858cac0d2,False
156,70039026,247dec05283a1a521f99253a6cca6a5858cac0d2,False
157,1879141,247dec05283a1a521f99253a6cca6a5858cac0d2,False
158,2271668292,391a5f286f814d852dddcab1b2b68e5c1af6c79e,True
159,2283098327,391a5f286f814d852dddcab1b2b68e5c1af6c79e,False
160,2286440807,391a5f286f814d852dddcab1b2b68e5c1af6c79e,False
161,2286232238,391a5f286f814d852dddcab1b2b68e5c1af6c79e,False
162,2735257,b473e91cbe80c8b46451b49153cd5f93030480ab,True
163,1772062,b473e91cbe80c8b46451b49153cd5f93030480ab,False
164,1690610,b473e91cbe80c8b46451b49153cd5f93030480ab,False
165,1683959,b473e91cbe80c8b46451b49153cd5f93030480ab,False
166,35207612,b080d072cfde697180db3234da08903c092e72c3,True
167,40119435,b080d072cfde697180db3234da08903c092e72c3,False
168,2160518,b080d072cfde697180db3234da08903c092e72c3,False
169,48704195,b080d072cfde697180db3234da08903c092e72c3,False
170,1696238,dac7344737cb824634f757aede2dd46a6eed204b,True
171,2742266,dac7344737cb824634f757aede2dd46a6eed204b,False
172,145194157,9810bcaf5ac1792e6a2738a86f85ce270d448040,True
173,2140053420,9810bcaf5ac1792e6a2738a86f85ce270d448040,False
174,2112246116,9810bcaf5ac1792e6a2738a86f85ce270d448040,False
175,9870307,9810bcaf5ac1792e6a2738a86f85ce270d448040,False
176,145916712,9810bcaf5ac1792e6a2738a86f85ce270d448040,False
177,153189200,9810bcaf5ac1792e6a2738a86f85ce270d448040,False
178,80938908,9810bcaf5ac1792e6a2738a86f85ce270d448040,False
179,2141377585,9810bcaf5ac1792e6a2738a86f85ce270d448040,False
180,92015504,9810bcaf5ac1792e6a2738a86f85ce270d448040,False
181,9933376,9810bcaf5ac1792e6a2738a86f85ce270d448040,False
182,1390879413,9810bcaf5ac1792e6a2738a86f85ce270d448040,False
183,8803433,aca6d5f3866372a4506cf15773ae298f18c3f453,True
184,1729840,aca6d5f3866372a4506cf15773ae298f18c3f453,False
185,38152929,aca6d5f3866372a4506cf15773ae298f18c3f453,False
186,1490967734,aca6d5f3866372a4506cf15773ae298f18c3f453,False
187,145153297,82870bc488b57cdf5ea62877109a7278af2926b3,True
188,1567584468,3dfa820702b6181c9964931f0a4d47fd298bf429,True
189,1743903,3dfa820702b6181c9964931f0a4d47fd298bf429,False
190,144849745,3dfa820702b6181c9964931f0a4d47fd298bf429,False
191,1580222881,3dfa820702b6181c9964931f0a4d47fd298bf429,False
192,1630595717,3dfa820702b6181c9964931f0a4d47fd298bf429,False
193,50846470,3dfa820702b6181c9964931f0a4d47fd298bf429,False
194,36472283,3dfa820702b6181c9964931f0a4d47fd298bf429,False
195,145155831,3dfa820702b6181c9964931f0a4d47fd298bf429,False
196,2996242,3dfa820702b6181c9964931f0a4d47fd298bf429,False
197,35641358,718b5a40dba91bfa0bdfb9ac9ca4381425d2ff95,True
198,1482559324,718b5a40dba91bfa0bdfb9ac9ca4381425d2ff95,False
199,143991343,718b5a40dba91bfa0bdfb9ac9ca4381425d2ff95,False
200,145373888,046eb47d56beb8069b0098e3d01608f81ebb6849,True
201,1891097,046eb47d56beb8069b0098e3d01608f81ebb6849,False
202,40647665,046eb47d56beb8069b0098e3d01608f81ebb6849,False
203,2265002225,3b217403302f9cb9d9685404c7646de7bc0db428,True
204,2264425447,3b217403302f9cb9d9685404c7646de7bc0db428,False
205,7452993,91fc647899f801c9d351349ce73779918f90a713,True
206,114139456,91fc647899f801c9d351349ce73779918f90a713,False
207,144152608,3789eb72c32ecf5e33442570358dd786dd67c8a2,True
208,2541805,3789eb72c32ecf5e33442570358dd786dd67c8a2,False
209,1657286983,3789eb72c32ecf5e33442570358dd786dd67c8a2,False
210,1577833677,3789eb72c32ecf5e33442570358dd786dd67c8a2,False
211,71693831,3789eb72c32ecf5e33442570358dd786dd67c8a2,False
212,107864595,8e6d0ed32aaa5e3d7c598d5a2ace76eab8485801,True
213,121660594,8e6d0ed32aaa5e3d7c598d5a2ace76eab8485801,False
214,2749823,752604994a7ca548ff2954114fc61a501d857b1c,True
215,143809890,752604994a7ca548ff2954114fc61a501d857b1c,False
216,1864298,752604994a7ca548ff2954114fc61a501d857b1c,False
217,121781054,752604994a7ca548ff2954114fc61a501d857b1c,False
218,2051250,752604994a7ca548ff2954114fc61a501d857b1c,False
219,2327630,752604994a7ca548ff2954114fc61a501d857b1c,False
220,46933871,c24d47ff95cd4bda073c75ec24ececaa3b10c995,True
221,152292148,c24d47ff95cd4bda073c75ec24ececaa3b10c995,False
222,2128523,c24d47ff95cd4bda073c75ec24ececaa3b10c995,False
223,2894178,c24d47ff95cd4bda073c75ec24ececaa3b10c995,False
224,1680649161,c24d47ff95cd4bda073c75ec24ececaa3b10c995,False
225,120783473,e8b7a9be9f2d0578a95319ed5841978e10429967,True
226,29011153,80dd97954ddf3edd22d4cb21f0ac31b7ffed6bbf,True
227,50556355,80dd97954ddf3edd22d4cb21f0ac31b7ffed6bbf,False
228,11918365,75c364909914f17791837ec88090262aa6656d3e,True
229,89037982,75c364909914f17791837ec88090262aa6656d3e,False
230,47798382,75c364909914f17791837ec88090262aa6656d3e,False
231,6050881,75c364909914f17791837ec88090262aa6656d3e,False
232,2961601,75c364909914f17791837ec88090262aa6656d3e,False
233,3615640,75c364909914f17791837ec88090262aa6656d3e,False
234,145772858,18d87bff073687c025f9bd23ab2dfb20d5f72a66,True
235,2116431916,18d87bff073687c025f9bd23ab2dfb20d5f72a66,False
236,38929912,18d87bff073687c025f9bd23ab2dfb20d5f72a66,False
237,9138305,18d87bff073687c025f9bd23ab2dfb20d5f72a66,False
238,1979817,1e4709c0b8fe3bf759cd64dc1ede695d6e5316f0,True
239,2142983,1e4709c0b8fe3bf759cd64dc1ede695d6e5316f0,False
240,1725285,1e4709c0b8fe3bf759cd64dc1ede695d6e5316f0,False
241,1809915,1e4709c0b8fe3bf759cd64dc1ede695d6e5316f0,False
242,145539319,1e4709c0b8fe3bf759cd64dc1ede695d6e5316f0,False
243,50076239,1e4709c0b8fe3bf759cd64dc1ede695d6e5316f0,False
244,2125885487,c48e0bd0f36c25ab83befbc7b7da369b75fd25f5,True
245,152170791,c48e0bd0f36c25ab83befbc7b7da369b75fd25f5,False
246,1481047992,ba9b6f805feb62c978d384211f910790643a023e,True
247,49339941,ba9b6f805feb62c978d384211f910790643a023e,False
248,2360190,ba9b6f805feb62c978d384211f910790643a023e,False
249,40360441,ba9b6f805feb62c978d384211f910790643a023e,False
250,103731383,a60a4e5f7f872b9825ddff5d379857c2091ca52b,True
251,51218701,a60a4e5f7f872b9825ddff5d379857c2091ca52b,False
252,144078473,a60a4e5f7f872b9825ddff5d379857c2091ca52b,False
253,2144794493,cc1e82125f7f8636b25ccdcdb63e8f812add7f87,True
254,50096877,cc1e82125f7f8636b25ccdcdb63e8f812add7f87,False
255,2075396941,cc1e82125f7f8636b25ccdcdb63e8f812add7f87,False
256,,cc1e82125f7f8636b25ccdcdb63e8f812add7f87,False
257,2152916916,cc1e82125f7f8636b25ccdcdb63e8f812add7f87,False
258,2149869431,cc1e82125f7f8636b25ccdcdb63e8f812add7f87,False
259,1735048,cc1e82125f7f8636b25ccdcdb63e8f812add7f87,False
260,2236529,cc1e82125f7f8636b25ccdcdb63e8f812add7f87,False
261,71940750,0026ea8a0fd31bdc959a4b9ed4d449f3015be8d1,True
262,1657644010,0026ea8a0fd31bdc959a4b9ed4d449f3015be8d1,False
263,48633912,0026ea8a0fd31bdc959a4b9ed4d449f3015be8d1,False
264,90426770,0026ea8a0fd31bdc959a4b9ed4d449f3015be8d1,False
265,101768561,ed9e7821b3e51c7e59183300d6c8cf90c8de0f26,True
266,4902441,ed9e7821b3e51c7e59183300d6c8cf90c8de0f26,False
267,32343498,ed9e7821b3e51c7e59183300d6c8cf90c8de0f26,False
268,4478199,ed9e7821b3e51c7e59183300d6c8cf90c8de0f26,False
269,2193799,ecef432e7f6c9f431d5b34706a8de1fdebec46f9,True
270,34734228,ecef432e7f6c9f431d5b34706a8de1fdebec46f9,False
271,143920977,ecef432e7f6c9f431d5b34706a8de1fdebec46f9,False
272,5190887,ecef432e7f6c9f431d5b34706a8de1fdebec46f9,False
273,143833453,ecef432e7f6c9f431d5b34706a8de1fdebec46f9,False
274,73773486,ecef432e7f6c9f431d5b34706a8de1fdebec46f9,False
275,1836456,ecef432e7f6c9f431d5b34706a8de1fdebec46f9,False
276,2044599,ecef432e7f6c9f431d5b34706a8de1fdebec46f9,False
277,15210212,ecef432e7f6c9f431d5b34706a8de1fdebec46f9,False
278,2235459675,7f5cd5b1340ac06ea38bd05373c30136a6f4c1ca,True
279,2285816475,7f5cd5b1340ac06ea38bd05373c30136a6f4c1ca,False
280,2285813122,7f5cd5b1340ac06ea38bd05373c30136a6f4c1ca,False
281,88493891,6aca07154c111f1c8738347d7112cad6b0bf974a,True
282,71946151,6aca07154c111f1c8738347d7112cad6b0bf974a,False
283,2642350,6aca07154c111f1c8738347d7112cad6b0bf974a,False
284,121563830,0a829289a16ae48837cc2905635435db98bacc76,True
285,2464154,3bc9bb1f2218dcbd15c3b7cdfcb43077a3f30779,True
286,2789275,3bc9bb1f2218dcbd15c3b7cdfcb43077a3f30779,False
287,7322490,3bc9bb1f2218dcbd15c3b7cdfcb43077a3f30779,False
288,70985296,3bc9bb1f2218dcbd15c3b7cdfcb43077a3f30779,False
289,143948775,3bc9bb1f2218dcbd15c3b7cdfcb43077a3f30779,False
290,2051250,ca5931b4c08eb96d40c65e1b9f8e4db46bf0585b,True
291,143809890,ca5931b4c08eb96d40c65e1b9f8e4db46bf0585b,False
292,2327630,ca5931b4c08eb96d40c65e1b9f8e4db46bf0585b,False
293,39496312,1f8a23697562b001082b147779b5eaefd3513d0a,True
294,50663909,1f8a23697562b001082b147779b5eaefd3513d0a,False
295,1780833,1f8a23697562b001082b147779b5eaefd3513d0a,False
296,144386157,1f8a23697562b001082b147779b5eaefd3513d0a,False
297,2288804757,1f8a23697562b001082b147779b5eaefd3513d0a,False
298,1685102,1f8a23697562b001082b147779b5eaefd3513d0a,False
299,1704327,1f8a23697562b001082b147779b5eaefd3513d0a,False
300,30912359,1f8a23697562b001082b147779b5eaefd3513d0a,False
301,65925190,1f8a23697562b001082b147779b5eaefd3513d0a,False
302,144263850,1f8a23697562b001082b147779b5eaefd3513d0a,False
303,3145906,1f8a23697562b001082b147779b5eaefd3513d0a,False
304,1739490,1f8a23697562b001082b147779b5eaefd3513d0a,False
305,1693341,1f8a23697562b001082b147779b5eaefd3513d0a,False
306,28956425,1f8a23697562b001082b147779b5eaefd3513d0a,False
307,33769943,1f8a23697562b001082b147779b5eaefd3513d0a,False
308,2111337069,1f8a23697562b001082b147779b5eaefd3513d0a,False
309,1752945,78e40584f0d149bf6f98beb5561b7b83cb68e1b1,True
310,51202981,78e40584f0d149bf6f98beb5561b7b83cb68e1b1,False
311,4488990,d63b884d5ebc739f6e1bdf861fa9276260781404,True
312,1404786833,d63b884d5ebc739f6e1bdf861fa9276260781404,False
313,1683936,d63b884d5ebc739f6e1bdf861fa9276260781404,False
314,145837053,d63b884d5ebc739f6e1bdf861fa9276260781404,False
315,48918401,75fb60dee6641656fc4c1b663bb95d1aa91c6798,True
316,6660476,75fb60dee6641656fc4c1b663bb95d1aa91c6798,False
317,3793893,75fb60dee6641656fc4c1b663bb95d1aa91c6798,False
318,145569181,75fb60dee6641656fc4c1b663bb95d1aa91c6798,False
319,47757469,75fb60dee6641656fc4c1b663bb95d1aa91c6798,False
320,50978529,75fb60dee6641656fc4c1b663bb95d1aa91c6798,False
321,3185333,00d681cfff7f0224ace607e515f4ed510e792df9,True
322,40379784,00d681cfff7f0224ace607e515f4ed510e792df9,False
323,2105789236,00d681cfff7f0224ace607e515f4ed510e792df9,False
324,80273596,00d681cfff7f0224ace607e515f4ed510e792df9,False
325,30387454,ca0e479ba2327f71e842d033b6b48b082962cc6a,True
326,143649421,efca2a32ce9c7a808c2c3efcc2c3dac032dfc8ea,True
327,1740538,efca2a32ce9c7a808c2c3efcc2c3dac032dfc8ea,False
328,144894714,e7c8fcbc24c73a576339e5f34f9f23f5ea732b3b,True
329,145802082,e7c8fcbc24c73a576339e5f34f9f23f5ea732b3b,False
330,38804760,e7c8fcbc24c73a576339e5f34f9f23f5ea732b3b,False
331,33006924,e7c8fcbc24c73a576339e5f34f9f23f5ea732b3b,False
332,8752082,6570ee5bd1656fddbdb030410a9d996739586067,True
333,2606653,6570ee5bd1656fddbdb030410a9d996739586067,False
334,2108409767,6570ee5bd1656fddbdb030410a9d996739586067,False
335,2285429882,6570ee5bd1656fddbdb030410a9d996739586067,False
336,2073396501,6570ee5bd1656fddbdb030410a9d996739586067,False
337,1792647,6eefbb79f98e902e9d2efa057bfea174843bf3dc,True
338,2065509293,6eefbb79f98e902e9d2efa057bfea174843bf3dc,False
339,3797258,4d1fdd81f033cd58f3723bfc61e7d12079647a7a,True
340,39714312,4d1fdd81f033cd58f3723bfc61e7d12079647a7a,False
341,40362338,de6cf3534f39748a223b9bb2b59d2e7ffcb6ae03,True
342,145607066,de6cf3534f39748a223b9bb2b59d2e7ffcb6ae03,False
343,48058966,b4c9f49f726f87791768c37e0b29f5e7c8719f6d,True
344,4944689,b4c9f49f726f87791768c37e0b29f5e7c8719f6d,False
345,49415495,16575f23ff879e6353a55bbfbbcc54e27606bfc5,True
346,8991498,16575f23ff879e6353a55bbfbbcc54e27606bfc5,False
347,1826467,16575f23ff879e6353a55bbfbbcc54e27606bfc5,False
348,2118927221,57dcff5c3c15f6c5e5935ef7164c8f467a53848b,True
349,32909426,57dcff5c3c15f6c5e5935ef7164c8f467a53848b,False
350,143809890,57dcff5c3c15f6c5e5935ef7164c8f467a53848b,False
351,144199974,65499384f0947e223ec83f582366203e7aa64f1f,True
352,39744835,65499384f0947e223ec83f582366203e7aa64f1f,False
353,2633160,65499384f0947e223ec83f582366203e7aa64f1f,False
354,1414200544,65499384f0947e223ec83f582366203e7aa64f1f,False
355,2363465,65499384f0947e223ec83f582366203e7aa64f1f,False
356,2115552258,521e5c337be51b8f8fdb858580bb46a0545ab1f9,True
357,144848119,521e5c337be51b8f8fdb858580bb46a0545ab1f9,False
358,2685045,521e5c337be51b8f8fdb858580bb46a0545ab1f9,False
359,1688642,521e5c337be51b8f8fdb858580bb46a0545ab1f9,False
360,51199953,c7e10109fed73e523bf2a78b00e4b657004d41fc,True
361,3379838,c7e10109fed73e523bf2a78b00e4b657004d41fc,False
362,51200310,c7e10109fed73e523bf2a78b00e4b657004d41fc,False
363,2071656478,c7e10109fed73e523bf2a78b00e4b657004d41fc,False
364,144728286,243d553f1fc5b7ee8cfb6f49629f3a0a32b2c5c5,True
365,1694705,243d553f1fc5b7ee8cfb6f49629f3a0a32b2c5c5,False
366,71219359,243d553f1fc5b7ee8cfb6f49629f3a0a32b2c5c5,False
367,2314246,d65d64c3f6ea322d9e85138fe5c8e85acbf661e3,True
368,2087083011,d65d64c3f6ea322d9e85138fe5c8e85acbf661e3,False
369,8043060,d65d64c3f6ea322d9e85138fe5c8e85acbf661e3,False
370,49673304,d65d64c3f6ea322d9e85138fe5c8e85acbf661e3,False
371,1682727,d65d64c3f6ea322d9e85138fe5c8e85acbf661e3,False
372,145681778,d65d64c3f6ea322d9e85138fe5c8e85acbf661e3,False
373,51925440,0a537eaf4444f0bd59f62a550430edab9d0a820d,True
374,1725285,0a537eaf4444f0bd59f62a550430edab9d0a820d,False
375,8566633,0a537eaf4444f0bd59f62a550430edab9d0a820d,False
376,1809915,0a537eaf4444f0bd59f62a550430edab9d0a820d,False
377,1712119,1fe201d9ec4d072c7af233d265927388f32d3ab3,True
378,2108591146,1fe201d9ec4d072c7af233d265927388f32d3ab3,False
379,2064961834,1fe201d9ec4d072c7af233d265927388f32d3ab3,False
380,1794590,3527f43e8156d1bf5a0998405047c98036d172f0,True
381,2265001,3527f43e8156d1bf5a0998405047c98036d172f0,False
382,36689599,3527f43e8156d1bf5a0998405047c98036d172f0,False
383,15806418,3527f43e8156d1bf5a0998405047c98036d172f0,False
384,48321874,3527f43e8156d1bf5a0998405047c98036d172f0,False
385,50762194,3527f43e8156d1bf5a0998405047c98036d172f0,False
386,145947929,3527f43e8156d1bf5a0998405047c98036d172f0,False
387,1716685,a5400a6f415d65aac1312edd2ca6b7361c241f85,True
388,145531067,a5400a6f415d65aac1312edd2ca6b7361c241f85,False
389,2118413239,e3d74f13374063a86909c7b0a8105be94902b7f4,True
390,1409970918,e3d74f13374063a86909c7b0a8105be94902b7f4,False
391,2115815,0608fc7e1825c4ac1f61aaa95b67f155d93b0ea4,True
392,2802655,adf914b04914a9b856e26c575c789ba19f9f118d,True
393,1925072,adf914b04914a9b856e26c575c789ba19f9f118d,False
