,ID,name
129,c1ad6952-f4b0-4b01-9473-34375de7db8f,Health Affairs
130,8a339d82-a3aa-4421-8fb4-94effc07509f,Journal of Information and Technology
131,1f55639d-134e-44ae-b050-ccf2a6676bc5,Knowledge and Information Systems
132,4d9ce1c4-dc84-46b9-903e-e3751c00c7dd,Communications of the ACM
133,ede12bac-98d4-4fd6-823d-e8a6c578a52d,AIP Conference Proceedings
134,67d58c4e-2829-40b8-bce5-4daddb299da1,Quality and Reliability Engineering International
135,f62e5eab-173a-4e0a-a963-ed8de9835d22,IEEE Signal Processing Magazine
136,eac74c9c-a5c0-417d-8088-8164a6a8bfb3,IEEE journal of biomedical and health informatics
137,b7a6fa65-f658-4ac0-ad99-3ba082b8bad8,Information Systems Journal
138,80d65c2a-75d2-4eeb-9aff-622dfa7888b0,The Journal of Information Systems
139,e81d1e0a-38f9-4519-8a43-f5eb2a934efc,BMC Medical Genomics
140,3235a2bb-118f-4abc-9046-80342279a154,Industrial management & data systems
141,8d081599-bd1b-4e77-8db6-d4ad0977e655,Foundations of Science
142,7404efea-88b2-4c7c-8cb1-b3a8ced6363f,IEEE Intelligent Systems
143,3c8f4cec-a435-421a-b301-785e136e65e5,Journal of Infectious Diseases
144,7e0547d5-ec21-470f-bdc9-b7615fc83a29,Data Science and Engineering
145,1c2f3998-b5ca-48ca-9991-94b71c71ecb7,IEEE Transactions on Smart Grid
146,2c469df0-fa01-4dee-8f25-0d87a6fc4ef1,Proteomics
147,75d7a8c1-d871-42db-a8e4-7cf5146fdb62,Social Science Research Network
148,3e81e683-06a3-47b2-8849-f098724b4fe6,Journal of International Humanitarian Action
149,6b25cc59-3bb5-4b47-819e-d95ba292c4f7,Information systems research
150,36d2be9e-7824-4614-a901-dd808a6e2e49,Social Science Research
151,bca882ff-4259-4fb4-a778-5a7f4d82887c,Information Technology & Tourism
152,bc95ac8b-1337-42a3-951a-6d6d4e973359,Health Information and Libraries Journal
153,5218cd8f-e9a8-4825-8fcf-ffab8230c857,Public Understanding of Science
154,458166b3-de17-4bf3-bbbb-e53782de2f0f,Nature Biotechnology
155,759663ae-c1b4-41ef-9231-384ab473d4b4,Journal of Organizational and End User Computing
156,0a96e67f-c1f1-491d-ab41-4c2c50b523a2,Genome Research
157,41dbb273-8d18-4a45-8154-852882a37b34,Genome Biology
158,099483df-e8f2-4bee-805d-8a69f07b6cbf,Nature Methods
159,b3a217d4-f456-4394-9e5b-b39ab19d1b3e,Irish Journal of Medical Science
160,f458795b-af97-4b7c-ba4e-d57bbb57f90a,Chemical Reviews
161,3c27e831-750f-45bc-9914-2148a5259eba,IEEE Transactions on Artificial Intelligence
162,1f6f3f05-6a23-42f0-8d31-98ab8089c1f2,IEEE Transactions on Signal Processing
163,62924b2a-8fb8-4b93-92c6-735516b49af0,Scientific Data
164,7fac555d-41ef-410c-9c84-ed584a9cff7f,Journal of Geographical Systems
165,961301b0-6f5a-44a6-9216-54b673cded78,Journal of Statistics and Data Science Education
166,17bac89e-3dba-467a-b9d4-71e3baefb08b,Patterns
167,bb95bf2e-8383-4748-bf9d-d6906d091085,Proceedings of the National Academy of Sciences of the United States of America
168,aa746a02-d187-42c2-bdf9-df6a5d4e648c,Computer/law journal
169,27475f31-a1d2-401b-84ad-9b405c7609a8,Journal of Epidemiology and Community Health
170,92d34d37-5c4b-4e11-b461-9041b7de4c2d,Philosophical Transactions of the Royal Society of London. Biological Sciences
171,349a6ffc-3527-4d3d-aef4-8372fbc1a084,Engineering
172,ee1b24c6-e4e7-4f90-af25-166a9eff8e3a,Small Business Economics
173,09bb329a-45bc-4561-860f-c8ac0e958895,Ethics and Information Technology
174,55511511-6974-4037-92a4-aec79ba003fe,Metabolomics
175,c0ded351-0e49-473e-816e-23b84c9f8dd3,Frontiers in Environmental Science
176,3fe65a3e-606b-4377-8de1-b3f779646e1e,"Annual review of political science (Palo Alto, Calif. Print)"
177,d949c7f0-1213-4a16-a6ab-134862369b91,Journal of Library and Information Sciences
178,2baad992-2268-4c38-9120-e453622f2eeb,Journal of Medical Internet Research
179,bc30f894-9a9c-440e-8420-7bd3c5624384,The Journal of the Learning Sciences
180,e4c9326f-17a0-48c8-85c6-2975945f4395,Journal of Biosciences
181,93a7b6aa-3a96-4e75-a837-cbd3660e8a72,Geographical Analysis
182,ed4bb98c-600b-477e-9e9a-653127045ec0,CHANCE : New Directions for Statistics and Computing
183,70337d1b-fdf7-4fcb-b391-e096feba3748,BMC Medicine
184,8b172637-3435-4dd3-a753-5035b814ff39,American Statistician
185,8719d091-7af9-44c2-99b9-bc600f0f4134,Applied Stochastic Models in Business and Industry
186,5821d52f-e54a-4b02-981a-dd16fec9a115,TOP - An Official Journal of the Spanish Society of Statistics and Operations Research
187,da1f558d-7744-4ce7-9b43-0a73f0057985,Journal of Library Administration
188,94cf7e5d-ed99-4849-b9b9-17ed670f5e6e,Journal of Social Computing
189,fcbcaf18-8ab1-43e1-a973-604bbc7e344e,Proceedings of the VLDB Endowment
190,5619586e-de5a-4bc3-ac80-04dd8530d80c,Nature Biomedical Engineering
191,329e28c6-84e0-4d75-a58e-ddac24c52d4e,International Journal of Population Data Science
192,fbed5c1a-cebb-4bdd-8ca8-022b3bdd9cfb,Ethnicity & Disease
193,789f162c-4b52-4f36-92f2-e19de5c8af8c,Data Science
194,1ec361d9-6d57-4fd4-b0bd-c85044a7e1c3,"Science, Technology and Human Values"
195,b7e5a3b3-2519-4ca2-8870-c2b45ef76ab9,Nature Human Behaviour
196,74527bdc-72cb-43a1-837d-5af4a24089b7,Environmental Modelling & Software
197,bd7cf538-b981-449d-9e6c-64fa64047126,Philosophy & Technology
198,7d2997cd-251d-4613-b0eb-d44a29a52df8,Journal of Data and Information Science
199,510b2578-cf47-45c1-b866-c0402df7a780,Japanese Journal of Statistics and Data Science
200,c9ec8f1c-d8e0-4555-b6ca-a068b79b1e40,Business & Information Systems Engineering
201,0bf2c493-a93b-464a-b3d9-e18fbb4a7965,IEEE Computer Graphics and Applications
202,82cd90f0-386f-4446-b237-6404c27f6a15,Communications in Computer and Information Science
203,435bb11d-c0fe-4815-b98e-46c313be8ce7,Journal of Decision Systems
204,dd522c0a-e715-4d95-9ed7-e60346254ddf,Statistics and computing
205,71b4e956-03b5-4545-ad85-567b2567ed26,Nursing Administration Quarterly
206,73bffa79-c19d-4df3-99ff-a2d01e3f89ae,Journal of Biomechanics
207,c737deea-2a9a-4225-aa20-19a7d1c9c702,International Journal of System Dynamics Applications
208,f3b9cfef-ea93-4f7f-a14f-95fbf796875e,IEEE Geoscience and Remote Sensing Magazine
209,9ec189b3-db0f-41d8-9c82-21ef5fa9b87e,Frontiers in Genetics
210,2a65d17a-afd8-466e-aff3-e0d0fbc84fb0,International Journal of Intelligent Computing and Cybernetics
211,427d3401-f800-43c4-84ad-76e19faa88d0,College and Research Libraries
212,93906da2-687f-4184-8437-40998086f409,Nature Reviews Methods Primers
213,5bd34b7c-17b3-4080-96c2-50bd51fcab3a,Quantitative Science Studies
214,be3f884c-b44a-496a-a593-1cad3f89d254,BMC Bioinformatics
215,02b0e95f-1216-4dfe-b50d-fdb87b421ec8,EOS
216,8bff20bd-db46-46fa-9cc1-85f4a48942a8,Women in Sport & Physical Activity Journal
217,28927fa0-8dca-4082-a7d0-abd989c8ef12,Advancement of science
218,1a624d3a-7238-4368-b208-cdebb1e8ccc8,Nuclear Data Sheets
219,89854b22-3ed7-4225-a29b-3d9aca5f6b90,Psychological Science in the Public Interest
220,027ffd21-ebb0-4af8-baf5-911124292fd0,bioRxiv
221,8616055e-b299-48e3-8ef3-d3483786063a,Frontiers in Climate
222,7652ece8-fbd3-4050-b927-cf29d7f0eaa8,Astrophysical Journal
223,7fb6a536-d19e-4526-8585-8be7b1943478,Science Education
224,0535c107-9d95-4d92-8b39-d8eca506d035,Biological Conservation
225,849d78f8-8160-4ca1-8cd8-84253f6abdf6,American Political Science Review
226,e22bca8b-b989-4c40-9dbc-7b75f8a28673,Comprehensive Reviews in Food Science and Food Safety
227,b81a92f9-b5d3-48b2-afb5-dacad73fa6d9,MRS Communications
228,5cbedab5-cba8-430a-82af-b4d2a683e424,ICES Journal of Marine Science
229,f3157ea6-5ef2-47eb-90ca-f81947c40906,Comptes rendus. Mecanique
230,b3c3187d-18c6-4d52-8596-9c4f882f647a,Regular Issue
231,16c9f9d4-bee1-435d-8c85-22a3deba109d,Physical Review Letters
232,70628d6a-97aa-4571-9701-bc0eb3989c32,IEEE Transactions on Geoscience and Remote Sensing
233,8ec18bc5-9c95-446c-a293-735d7ae1e3e9,Perspectives on Psychological Science
234,f80a2e54-1332-48bf-9634-4b2f77fca809,Data Intelligence
235,d66cff25-03a5-432c-b3c8-fbdc87233070,Methods in Ecology and Evolution
236,96c1b36d-3833-4ec5-8806-48b8a93f901d,Scientometrics
237,9efb20cf-7484-450d-8245-12dfbf639d3e,Environmental Science and Technology
238,3418dc73-cff9-4be2-882e-5014f80264c1,Behavior Research Methods
239,43d8ff46-e680-4c40-84dc-a8f86d3f559b,Cambridge International Law Journal
240,3286b810-5251-4142-a03d-c7c20b90fd89,Clinical and Translational Science
241,5e19119a-7591-4c54-8255-61a8db3575d5,Review of Economics and Statistics
242,e739a034-cba8-40e0-acd3-6ee2a22c62e0,Earth-Science Reviews
243,5ed9f470-65a3-4077-8dab-163b0c5cb9e6,Artificial Life
244,de65147c-93c3-463a-a8b3-ecf04051fd1a,Astronomy & Astrophysics
245,90b0ab9d-99a4-4572-b8e0-b404e618873d,International Journal of Exercise Science
246,17c57465-210d-4f43-a033-59d25938d6b6,American Journal of Political Science
247,f9ed10b1-8312-414e-a948-49bbffb263bf,Ambio
248,2115dc5e-9318-4ae7-b64c-0948fd079390,Environmental Reviews
249,883c4931-50cd-44e1-a9cb-06b9f8a104a5,EMBO Reports
250,9eb2f5b8-afd8-467c-afe3-a65fd0a13773,Political Science Research and Methods
251,8e7d91d2-bc50-4bc6-8350-1bd4b4fdab9b,Medicine & Science in Sports & Exercise
252,171758eb-39e1-4665-a00d-dd65ec7d465e,Political Analysis
253,07a1179a-6cc7-4fad-b1f1-783a66be9a1a,Conservation Biology
254,19c7a16a-8ffe-45d4-863e-7e1cc8a78b4d,Statistical analysis and data mining
255,0aed7a40-85f3-4c66-9e1b-c1556c57001b,PLoS ONE
256,48dc0292-18d9-4ef1-ae2e-ee6b4a22dc0b,Publications of the Astronomical Society of the Pacific
257,a1b87795-fe1f-4a43-bc4b-97b90f5bc75b,Sociological Methods & Research
258,09a61721-0363-4426-9f33-3c4c8580b890,Sustainability Science
259,3687b41d-efd9-4e36-9cc1-0a6d6596b266,Applied Physics Reviews
260,3567d187-af59-4171-97a3-abc4d6beb1bf,"Marketing science (Providence, R.I.)"
261,a990ee76-444c-4bda-b714-df4dad0efa5d,Psychology Science
262,969f020f-55f8-4f57-9d3a-61542e237f8a,Immunologic research
263,2a815c92-821c-4932-b60c-7785ee69acb0,Annals of Data Science
264,982ee153-9191-4993-89ff-b61eb14cdfcb,Astrophysical Journal Supplement Series
265,58668f21-815a-4b30-af06-ced21bfb2fa6,Earth and Space Science
266,f99f77b7-b1b6-44d3-984a-f288e9884b9b,Scientific Reports
267,76ab3377-0a5b-4243-9b06-e2eede0f20de,Trends in Ecology & Evolution
268,1196488a-e9f3-43c5-84ae-d934dd84ccbf,Prevention Science
269,e6bfdcb4-2a51-40d0-bba8-df275f223711,The VLDB journal
270,be0ad9ff-aa43-4af1-b3b5-4a41c9f81cb0,Datenbank-Spektrum
271,73bf3963-6938-4ad9-8c87-3219076ef80f,i-manager's Journal on Cloud Computing
272,86aa7a26-a67a-4834-a2f2-1f9a941aff79,Journal of Industrial and Production Engineering
273,5cfd7427-4628-4dbe-999a-d4802552a21d,Key Engineering Materials
274,e4866174-bf20-4fac-a8e3-2f02202f3cd8,Computers and Chemical Engineering
275,f9c1272f-e8c2-4e8c-bdae-fc9c2bb2cb85,Archives of Computational Methods in Engineering
276,8a0980bd-6267-402d-9632-54bdf4f38379,Journal of Medical Engineering & Technology
277,119227a6-1b94-433e-a52d-8445a387dbbe,IEEE Software
278,722543dd-21f3-4b3c-941b-1045b173ec51,Nature Reviews Materials
279,01344f52-6324-42d8-8a68-e00bf2e00ce6,Journal of Chemical and Engineering Data
280,501d412d-8d7a-4980-ae5b-6639fe31aee2,First Monday
281,aabd4314-5af1-4ee4-af7e-a012aade1650,Bulletin of Earthquake Engineering
282,db36cc4c-07df-41a8-9169-9ace7e520923,Nature Reviews. Cancer
283,db4b98e5-3f60-4140-b07c-7b9d73023183,Annual Review of Fluid Mechanics
284,c99cfe66-b71c-4ca4-bedd-26267b9cb068,IEEE Transactions on Software Engineering
285,e0dbf116-86aa-418d-859f-a49952d7e44a,Transactions of the Association for Computational Linguistics
286,25248f80-fe99-48e5-9b8e-9baef3b8e23b,IEEE Transactions on Pattern Analysis and Machine Intelligence
287,2e2fed97-17e5-488e-9efa-833a387a842d,IEEE Internet Computing
288,086b0aef-7d17-4f72-8dc3-22252e8a5201,Acta Numerica
289,0730105a-4941-449f-9450-28cba8ae056b,ACM Transactions on Software Engineering and Methodology
290,1a9e7b2f-006f-4b8a-9d95-594c1f36e68a,Earthquake spectra
291,e123355e-3351-4903-8f27-7d1121bf76d3,Bulletin of Engineering Geology and the Environment
292,c3e5f1c8-9ba7-47e5-acde-53063a69d483,Future Internet
293,a8bb8488-3e7d-4741-baad-24cc574b5336,Innovations in Systems and Software Engineering
294,c16064f2-6ce5-4d27-a13c-4f9a0210ceb6,Journal of computing in civil engineering
295,f0cc4e02-d867-4924-88bd-97dd3580ee17,Concurrent Engineering - Research and Applications
296,4fc76374-5a11-4db5-9854-03066e38c35c,Open Engineering
297,f528e58c-0e4e-45b0-9456-832847244f0e,Empirical Software Engineering
298,2bdcd966-6d92-4d55-b1a7-21d3f6933a2a,Journal of Tissue Engineering and Regenerative Medicine
299,7cee6583-4bbf-4d20-984b-de35257cb08a,Frontiers of Engineering Management
300,6277ecc4-aad6-4158-be73-71bd7769430d,Journal of Synchrotron Radiation
301,bb27e645-e57c-42c3-bcbc-c7b443c58209,Nature Genetics
302,55947a97-0857-446c-ba4d-95fcaf7271e6,Tissue Engineering. Part A
303,4e5cb97d-ea4b-4096-a3a7-7e57677a366d,IEEE Transactions on Learning Technologies
304,3da56ce6-4a70-402c-a8b0-7dd39a3273d3,"Software, Practice & Experience"
305,33092303-6879-4bbc-96b9-eab10cc8ac1b,Biomedical Engineering Letters
306,6d4c59ac-2a12-4855-be38-f10050b57b43,Environmental Science
307,05f07129-5526-4754-baa0-d919347a6089,International Journal of Digital Curation
308,7211ceb6-7c4e-4c07-a0a0-898e76569d71,European Journal of Engineering Education
309,c22e7c36-3bfa-43e1-bb7b-edccdea2a780,Journal of machine learning research
310,2ac50919-507e-41c7-93a8-721c4b804757,IEEE Transactions on Neural Networks
311,3946d470-e4e4-4fbb-84bc-b08e208f0cc0,Journal of Global Optimization
312,31a43b33-fe59-43c8-8027-58b6a6298bd9,Journal of microelectromechanical systems
313,dcc71bf1-b117-4dfa-8438-cbf5efdf7aa1,Microbiology and Molecular Biology Reviews
314,f6572f66-2623-4a5e-b0d9-4a5028dea98f,Computer
315,ea6f8e73-16d8-4fe3-84e3-d8e396737c19,Management Sciences
316,ba560e30-4944-4dde-ac86-d977062fe0c5,ACS Synthetic Biology
317,1ee52b4c-8c57-4d60-aead-d9ef4255f1e9,IEEE Transactions on Automation Science and Engineering
318,d263025a-9eaf-443f-9bbf-72377e8d22a6,Data mining and knowledge discovery
319,899831a7-9af2-403b-b185-fa56c8634454,IEEE transactions on engineering management
320,f44976b5-2cb9-402a-bc59-6a174239987b,Nature reviews genetics
321,d0418d89-4399-4075-8bea-91bda7465d80,Optimization and Engineering
322,ca4b3aef-bda7-47fe-b7e5-4f9cd6cb1947,Technometrics
323,7bb2b6aa-8682-44b5-99c3-dee7643f795a,Journal of Biological Engineering
324,74354a44-4ffc-4c14-b0f4-f5dde6c5b730,Annals medicus
325,d029f971-f74c-41ca-8373-1b713414c797,Journal of Computing and Information Science in Engineering
326,fe9174dc-ba90-4d03-929c-4edaf60d2a64,Requirements Engineering
327,e11b7956-33a9-4065-932c-790ac67efcd1,Space Science Reviews
328,531857f6-9939-49ce-8fd7-06ca92a6a921,Journal of Systems Science and Systems Engineering
329,2e5b2b9d-b39f-4cf0-ae86-4c9ff4011524,Nature Reviews Microbiology
330,3bff011d-f05b-46ec-b123-beabcc2a1ba5,Molecular Systems Biology
331,bf4f3691-52d9-45ed-8507-6ace40c604d4,International Journal of Information Quality
332,b13c1aa5-5899-45c8-9d9b-e8c213fdc308,Computational Geosciences
333,5b12c785-cf12-40ca-b4d1-aefd13b26e39,Intelligent Data Analysis
334,018e5d9a-423b-4eb6-a175-9058b4a65736,International Journal of Data Analysis Techniques and Strategies
335,39da5af4-7f26-4cc8-8363-968068328ded,Biotechnology Journal
336,68f20e73-515e-4c73-9cd5-5684926b45f7,IEEE Journal on Selected Areas in Communications
337,d406a3f4-dc05-43be-b1f6-812f29de9c0e,IEEE Transactions on Information Forensics and Security
338,406c7503-3428-45f4-97b8-d2930b1b9e22,Journal of Applied Probability
339,3a0340a2-0804-47d7-9734-55aad610ead1,Journal of Aerospace Computing Information and Communication
